lemma;dict_pos;pos;by_hands_tags;frequency;R;D;Doc
хакерский;a;ADJF;ADJF;0,4;14;41;14
хаки;a;ADJF;ADJF;0,6;41;85;52
халатный;a;ADJF;ADJF;0,4;29;83;34
халтурный;a;ADJF;ADJF;0,5;30;82;41
халявный;a;ADJF;ADJF;0,8;42;84;61
хамоватый;a;ADJF;ADJF;0,7;48;88;61
хамский;a;ADJF;ADJF;2,1;78;91;155
ханжеский;a;ADJF;ADJF;0,7;44;86;55
ханский;a;ADJF;ADJF;0,6;27;78;32
хантавирусный;a;ADJF;ADJF;0,5;5;52;7
ханты-мансийский;a;ADJF;ADJF;2,0;51;81;110
ханьский;a;ADJF;ADJF;0,5;9;49;9
хаотический;a;ADJF;ADJF;2,5;70;74;138
хаотичный;a;ADJF;ADJF;1,6;70;90;134
характеристический;a;ADJF;ADJF;0,6;18;63;32
характерный;a;ADJF;ADJF;64,2;100;89;2991
харбинский;a;ADJF;ADJF;0,8;17;58;17
харизматический;a;ADJF;ADJF;1,2;46;84;83
харитоньевский;a;ADJF;ADJF;0,9;9;22;10
харьковский;a;ADJF;ADJF;6,3;81;78;181
хасавюртовский;a;ADJF;ADJF;0,4;20;75;27
хасанский;a;ADJF;ADJF;0,4;18;74;24
хвалебный;a;ADJF;ADJF;1,8;65;89;134
хваленый;a;ADJF;ADJF;1,9;73;89;130
хвалынский;a;ADJF;ADJF;0,6;13;52;14
хвастливый;a;ADJF;ADJF;1,1;54;86;75
хваткий;a;ADJF;ADJF;1,1;50;85;84
хвойный;a;ADJF;ADJF;8,5;93;85;411
хворый;a;ADJF;ADJF;0,9;46;84;69
хвостатый;a;ADJF;ADJF;1,1;52;84;79
хвостовой;a;ADJF;ADJF;2,5;73;86;124
хельсинкский;a;ADJF;ADJF;1,0;45;84;68
херсонский;a;ADJF;ADJF;0,8;31;74;40
херувимский;a;ADJF;ADJF;0,4;14;61;21
хилый;a;ADJF;ADJF;5,2;89;90;317
химико-технологический;a;ADJF;ADJF;0,6;32;81;42
химический;a;ADJF;ADJF;52,2;100;85;1654
химкинский;a;ADJF;ADJF;0,5;18;73;24
хипповый;a;ADJF;ADJF;0,6;17;59;20
хирургический;a;ADJF;ADJF;7,5;97;91;391
хитренький;a;ADJF;ADJF;0,7;39;84;54
хитроватый;a;ADJF;ADJF;0,9;46;86;68
хитроумный;a;ADJF;ADJF;4,7;91;93;345
хитрый;a;ADJF;ADJF;23,4;99;94;1077
хитрющий;a;ADJF;ADJF;0,4;26;80;37
хищнический;a;ADJF;ADJF;0,8;46;87;69
хищный;a;ADJF;ADJF;7,2;95;92;400
хладнокровный;a;ADJF;ADJF;2,0;76;90;154
хладный;a;ADJF;ADJF;0,6;39;86;47
хлебный;a;ADJF;ADJF;9,5;99;94;482
хлебобулочный;a;ADJF;ADJF;0,7;33;79;45
хлебопекарный;a;ADJF;ADJF;0,4;17;73;25
хлебосольный;a;ADJF;ADJF;1,2;57;87;90
хлесткий;a;ADJF;ADJF;3,8;91;93;275
хлипкий;a;ADJF;ADJF;2,4;72;90;175
хлопковый;a;ADJF;ADJF;1,8;57;62;79
хлопотливый;a;ADJF;ADJF;1,0;49;86;78
хлопотный;a;ADJF;ADJF;2,3;80;90;184
хлопчатобумажный;a;ADJF;ADJF;1,9;64;86;114
хлористый;a;ADJF;ADJF;1,0;38;79;52
хлорный;a;ADJF;ADJF;0,5;23;69;28
хмельной;a;ADJF;ADJF;4,1;77;90;240
хмурый;a;ADJF;ADJF;10,8;90;91;518
ходкий;a;ADJF;ADJF;0,4;28;81;33
ходовой;a;ADJF;ADJF;4,8;89;89;297
ходынский;a;ADJF;ADJF;0,5;20;67;25
ходячий;a;ADJF;ADJF;3,1;85;91;198
хозрасчетный;a;ADJF;ADJF;0,7;37;84;50
хозяйский;a;ADJF;ADJF;6,8;93;89;371
хозяйственно-бытовой;a;ADJF;ADJF;0,5;19;58;23
хозяйственный;a;ADJF;ADJF;38,6;99;90;1694
хоккейный;a;ADJF;ADJF;5,0;70;79;194
холдинговый;a;ADJF;ADJF;1,5;44;84;95
холеный;a;ADJF;ADJF;3,4;75;90;215
холерный;a;ADJF;ADJF;0,8;32;74;41
холмистый;a;ADJF;ADJF;1,3;62;88;93
холодильный;a;ADJF;ADJF;3,6;52;73;111
холодненький;a;ADJF;ADJF;0,5;23;79;32
холодноватый;a;ADJF;ADJF;1,3;52;86;87
холоднокатаный;a;ADJF;ADJF;0,4;16;67;23
холодный;a;ADJF;ADJF;119,0;100;96;3212
холодоадаптированный;a;ADJF;ADJF;2,2;7;21;12
холостой;a;ADJF;ADJF;6,9;96;94;446
холостяцкий;a;ADJF;ADJF;1,8;65;87;133
холуйский;a;ADJF;ADJF;0,5;28;82;37
холщовый;a;ADJF;ADJF;2,4;64;87;152
хорватский;a;ADJF;ADJF;1,1;36;79;55
хореографический;a;ADJF;ADJF;2,0;57;86;112
хоровой;a;ADJF;ADJF;4,0;71;87;197
хорошевский;a;ADJF;ADJF;0,7;29;76;39
хорошенький;a;ADJF;ADJF;11,1;95;92;560
хороший;a;ADJF;ADJF;471,4;100;96;9948
храбрый;a;ADJF;ADJF;9,0;95;88;423
храмовый;a;ADJF;ADJF;2,4;62;84;117
хреновый;a;ADJF;ADJF;3,8;70;86;209
хрестоматийный;a;ADJF;ADJF;3,2;73;90;232
хрипатый;a;ADJF;ADJF;0,7;20;40;22
хрипловатый;a;ADJF;ADJF;2,2;66;89;156
хриплый;a;ADJF;ADJF;8,4;83;90;442
христианский;a;ADJF;ADJF;37,7;99;84;1059
христов;a;ADJF;ADJF;25,7;95;54;667
христорождественский;a;ADJF;ADJF;0,4;9;32;9
хроматографический;a;ADJF;ADJF;0,6;13;56;22
хромированный;a;ADJF;ADJF;1,9;63;89;124
хромовый;a;ADJF;ADJF;2,2;55;86;111
хромой;a;ADJF;ADJF;3,7;78;90;207
хромоногий;a;ADJF;ADJF;0,5;29;77;31
хромосомный;a;ADJF;ADJF;1,2;29;71;45
хроникальный;a;ADJF;ADJF;0,4;27;79;30
хронический;a;ADJF;ADJF;14,3;100;86;703
хронологический;a;ADJF;ADJF;3,8;74;66;178
хрупкий;a;ADJF;ADJF;16,7;100;95;918
хрустальный;a;ADJF;ADJF;12,0;93;92;548
хрусткий;a;ADJF;ADJF;0,6;35;83;46
хрущевский;a;ADJF;ADJF;5,0;76;80;209
хрящевой;a;ADJF;ADJF;0,6;14;35;14
худенький;a;ADJF;ADJF;8,9;91;91;429
художественный;a;ADJF;ADJF;88,1;100;91;2531
художнический;a;ADJF;ADJF;1,0;44;81;67
худой;a;ADJF;ADJF;34,6;98;93;1274
худосочный;a;ADJF;ADJF;1,3;55;87;104
худощавый;a;ADJF;ADJF;4,8;81;88;263
худший;a;ADJF;ADJF;19,6;98;95;1096
худющий;a;ADJF;ADJF;0,9;42;85;62
хулиганистый;a;ADJF;ADJF;0,4;28;82;33
хулиганский;a;ADJF;ADJF;3,2;84;83;198
хуторской;a;ADJF;ADJF;1,6;39;74;51
царев;a;ADJF;ADJF;0,5;25;75;28
царицынский;a;ADJF;ADJF;0,4;22;77;27
царский;a;ADJF;ADJF;35,0;100;91;1087
царскосельский;a;ADJF;ADJF;1,3;43;80;63
царственный;a;ADJF;ADJF;3,9;83;87;234
царствующий;a;ADJF;ADJF;1,0;55;88;74
цветаевский;a;ADJF;ADJF;0,9;26;58;35
цветастый;a;ADJF;ADJF;3,5;76;90;230
цветистый;a;ADJF;ADJF;0,8;47;85;67
цветковый;a;ADJF;ADJF;0,4;10;34;13
цветной;a;ADJF;ADJF;37,9;100;95;1671
цветовой;a;ADJF;ADJF;8,7;94;87;502
цветочный;a;ADJF;ADJF;10,0;98;92;529
цветущий;a;ADJF;ADJF;7,2;96;94;455
цековский;a;ADJF;ADJF;0,7;29;78;39
целебный;a;ADJF;ADJF;4,6;95;92;297
целевой;a;ADJF;ADJF;22,1;75;87;1084
целенаправленный;a;ADJF;ADJF;6,8;83;86;473
целенький;a;ADJF;ADJF;0,4;24;76;30
целесообразный;a;ADJF;ADJF;10,3;89;87;662
целеустремленный;a;ADJF;ADJF;2,6;86;93;204
целехонький;a;ADJF;ADJF;1,1;49;85;88
целинный;a;ADJF;ADJF;1,9;50;62;68
целительный;a;ADJF;ADJF;1,6;73;90;118
целлофановый;a;ADJF;ADJF;2,5;79;90;166
целлулоидный;a;ADJF;ADJF;0,9;48;85;59
целлюлозно-бумажный;a;ADJF;ADJF;1,3;46;77;72
целлюлозный;a;ADJF;ADJF;0,6;30;81;39
целомудренный;a;ADJF;ADJF;1,8;70;90;137
целостный;a;ADJF;ADJF;9,6;79;82;470
целочисленный;a;ADJF;ADJF;0,4;11;57;25
целый;a;ADJF;ADJF;222,5;100;98;6702
цельнометаллический;a;ADJF;ADJF;0,5;27;80;32
цельный;a;ADJF;ADJF;9,6;96;92;611
цементный;a;ADJF;ADJF;4,9;87;90;258
цензурный;a;ADJF;ADJF;2,1;72;88;132
ценнейший;a;ADJF;ADJF;2,0;69;89;149
ценностно-смысловой;a;ADJF;ADJF;0,5;6;37;11
ценностный;a;ADJF;ADJF;4,8;56;79;185
ценный;a;ADJF;ADJF;55,5;100;91;2365
ценовой;a;ADJF;ADJF;7,5;61;88;444
централизованный;a;ADJF;ADJF;7,6;73;88;485
центральноазиатский;a;ADJF;ADJF;0,7;23;68;30
центрально-азиатский;a;ADJF;ADJF;0,7;23;76;39
центральный;a;ADJF;ADJF;112,4;100;93;4762
центристский;a;ADJF;ADJF;2,7;40;84;178
центробежный;a;ADJF;ADJF;2,7;56;80;123
центровой;a;ADJF;ADJF;1,0;48;85;67
центростремительный;a;ADJF;ADJF;0,5;31;80;39
цепкий;a;ADJF;ADJF;5,8;85;91;359
цепной;a;ADJF;ADJF;7,9;89;80;375
церебральный;a;ADJF;ADJF;0,5;29;77;41
церемониальный;a;ADJF;ADJF;0,9;46;87;63
церемонный;a;ADJF;ADJF;0,6;33;81;44
церковно-государственный;a;ADJF;ADJF;0,5;19;68;24
церковноприходский;a;ADJF;ADJF;0,4;20;75;22
церковно-приходский;a;ADJF;ADJF;0,5;32;76;38
церковнославянский;a;ADJF;ADJF;0,7;34;75;46
церковный;a;ADJF;ADJF;46,0;98;85;1044
цеховой;a;ADJF;ADJF;1,5;60;87;96
цианистый;a;ADJF;ADJF;0,8;42;82;52
цивилизационный;a;ADJF;ADJF;2,8;47;78;117
цивилизованный;a;ADJF;ADJF;18,4;100;91;1180
цивильный;a;ADJF;ADJF;1,5;57;86;98
цигейковый;a;ADJF;ADJF;0,4;27;80;32
циклический;a;ADJF;ADJF;2,5;43;76;136
цикличный;a;ADJF;ADJF;0,4;22;74;29
циклопический;a;ADJF;ADJF;0,6;44;87;50
цилиндрический;a;ADJF;ADJF;4,1;66;76;159
цилиндровый;a;ADJF;ADJF;1,7;37;79;81
цинический;a;ADJF;ADJF;0,4;26;81;33
циничный;a;ADJF;ADJF;6,1;93;93;393
цинковый;a;ADJF;ADJF;3,3;77;79;153
цирковой;a;ADJF;ADJF;8,4;88;81;305
циркониевый;a;ADJF;ADJF;0,7;12;58;14
циркулярный;a;ADJF;ADJF;0,7;38;74;46
циркуляционный;a;ADJF;ADJF;0,6;18;68;27
цитокиновый;a;ADJF;ADJF;0,6;7;49;19
цитомегаловирусный;a;ADJF;ADJF;0,5;8;59;18
цитопатический;a;ADJF;ADJF;1,0;9;55;48
цитопатогенный;a;ADJF;ADJF;0,4;7;49;17
цитотоксический;a;ADJF;ADJF;0,6;11;58;30
цитрусовый;a;ADJF;ADJF;1,6;59;86;101
цифровой;a;ADJF;ADJF;14,3;84;85;594
цокольный;a;ADJF;ADJF;0,6;37;82;46
цыганский;a;ADJF;ADJF;6,7;92;87;303
цыплячий;a;ADJF;ADJF;0,8;35;83;58
цюрихский;a;ADJF;ADJF;0,5;28;78;30
чаевой;a;ADJF;ADJF;0,5;33;83;40
чаемый;a;ADJF;ADJF;0,5;29;81;39
чайный;a;ADJF;ADJF;16,8;100;93;715
чапаевский;a;ADJF;ADJF;0,5;29;82;34
чаплинский;a;ADJF;ADJF;0,4;22;74;28
чартерный;a;ADJF;ADJF;1,2;44;82;76
чарующий;a;ADJF;ADJF;1,8;73;90;138
часовой;a;ADJF;ADJF;9,8;99;94;605
частичный;a;ADJF;ADJF;10,2;88;88;675
частный;a;ADJF;ADJF;108,7;100;93;4298
частотный;a;ADJF;ADJF;2,0;35;73;92
частый;a;ADJF;ADJF;114,6;100;96;4459
чахлый;a;ADJF;ADJF;3,1;77;90;219
чахоточный;a;ADJF;ADJF;0,6;40;85;51
чванливый;a;ADJF;ADJF;0,6;39;86;50
чебоксарский;a;ADJF;ADJF;0,6;24;76;35
чеканный;a;ADJF;ADJF;1,5;68;90;115
чекистский;a;ADJF;ADJF;1,5;58;85;83
чековый;a;ADJF;ADJF;1,0;51;87;66
челночный;a;ADJF;ADJF;1,0;46;84;69
человеколюбивый;a;ADJF;ADJF;0,5;34;84;40
человеконенавистнический;a;ADJF;ADJF;0,4;25;80;29
человекообразный;a;ADJF;ADJF;0,8;40;84;53
человекоподобный;a;ADJF;ADJF;0,5;31;82;36
человеческий;a;ADJF;ADJF;199,3;100;92;4579
человечий;a;ADJF;ADJF;3,5;74;86;186
человечный;a;ADJF;ADJF;3,5;85;90;241
челябинский;a;ADJF;ADJF;6,0;65;87;320
чемпионский;a;ADJF;ADJF;3,6;54;86;202
чепуховый;a;ADJF;ADJF;0,4;25;80;30
червеобразный;a;ADJF;ADJF;0,4;12;35;13
червивый;a;ADJF;ADJF;0,5;31;77;35
червленый;a;ADJF;ADJF;0,4;21;72;23
червонный;a;ADJF;ADJF;0,8;38;83;46
чердачный;a;ADJF;ADJF;2,1;63;84;109
чердынский;a;ADJF;ADJF;1,0;17;37;19
черемуховый;a;ADJF;ADJF;0,5;25;78;28
черемушкинский;a;ADJF;ADJF;0,4;28;82;33
черепаховый;a;ADJF;ADJF;0,5;31;82;43
черепаший;a;ADJF;ADJF;0,6;42;85;54
черепичный;a;ADJF;ADJF;1,8;57;87;113
черепной;a;ADJF;ADJF;2,2;63;65;104
черепно-мозговой;a;ADJF;ADJF;0,7;36;84;57
череповецкий;a;ADJF;ADJF;0,7;33;80;39
черешчатый;a;ADJF;ADJF;0,6;11;53;23
черкасский;a;ADJF;ADJF;0,8;39;82;46
черкесский;a;ADJF;ADJF;0,5;21;73;24
черкизовский;a;ADJF;ADJF;0,6;30;79;42
черненький;a;ADJF;ADJF;2,8;78;88;175
черниговский;a;ADJF;ADJF;2,3;50;61;82
чернильный;a;ADJF;ADJF;3,4;80;90;224
черничный;a;ADJF;ADJF;0,4;21;74;26
черно-белый;a;ADJF;ADJF;8,1;97;94;497
чернобородый;a;ADJF;ADJF;0,7;33;79;39
чернобровый;a;ADJF;ADJF;0,8;35;82;59
черно-бурый;a;ADJF;ADJF;0,4;27;81;34
чернобыльский;a;ADJF;ADJF;2,1;67;87;126
черноватый;a;ADJF;ADJF;0,5;13;40;15
черновой;a;ADJF;ADJF;3,2;78;85;189
черноволосый;a;ADJF;ADJF;4,1;72;76;189
черноглазый;a;ADJF;ADJF;2,2;62;86;126
черноголовый;a;ADJF;ADJF;0,4;22;69;24
черножопый;a;ADJF;ADJF;0,5;24;71;29
черно-зеленый;a;ADJF;ADJF;0,4;27;80;32
черноземный;a;ADJF;ADJF;0,6;37;85;48
чернокожий;a;ADJF;ADJF;2,9;74;89;166
черно-коричневый;a;ADJF;ADJF;0,4;14;57;18
черномазый;a;ADJF;ADJF;0,4;29;82;36
черноморский;a;ADJF;ADJF;6,1;85;87;306
черно-синий;a;ADJF;ADJF;0,4;18;75;27
черносотенный;a;ADJF;ADJF;0,8;35;83;54
черноусый;a;ADJF;ADJF;1,5;27;48;34
черный;a;ADJF;ADJF;337,5;100;95;5448
чернявый;a;ADJF;ADJF;2,7;59;84;134
чероки;a;ADJF;ADJF;0,7;29;76;35
черствый;a;ADJF;ADJF;2,7;82;92;199
чертежный;a;ADJF;ADJF;1,7;49;69;71
чертов;a;ADJF;ADJF;12,9;92;91;582
чесночный;a;ADJF;ADJF;0,8;45;86;56
честнейший;a;ADJF;ADJF;0,9;49;86;63
честной;a;ADJF;ADJF;1,8;78;90;142
честный;a;ADJF;ADJF;63,4;100;95;2237
честолюбивый;a;ADJF;ADJF;3,2;86;92;211
чесучовый;a;ADJF;ADJF;0,6;31;80;40
четверной;a;ADJF;ADJF;0,9;19;39;22
четвероногий;a;ADJF;ADJF;1,8;68;90;123
четвертичный;a;ADJF;ADJF;0,5;14;67;27
четкий;a;ADJF;ADJF;37,5;100;93;2132
четный;a;ADJF;ADJF;3,2;63;77;120
четырехгранный;a;ADJF;ADJF;0,5;25;79;34
четырехкомнатный;a;ADJF;ADJF;1,2;54;88;88
четырехкратный;a;ADJF;ADJF;1,1;50;87;80
четырехлетний;a;ADJF;ADJF;3,0;81;91;232
четырехмерный;a;ADJF;ADJF;0,6;20;63;22
четырехместный;a;ADJF;ADJF;0,9;40;81;60
четырехмесячный;a;ADJF;ADJF;0,5;31;82;44
четырехметровый;a;ADJF;ADJF;0,5;35;85;37
четырехугольный;a;ADJF;ADJF;1,3;44;78;64
четырехчасовой;a;ADJF;ADJF;0,4;30;83;35
четырехэтажный;a;ADJF;ADJF;1,5;71;90;118
четырнадцатилетний;a;ADJF;ADJF;1,8;73;89;127
чеховский;a;ADJF;ADJF;9,7;82;86;344
чехословацкий;a;ADJF;ADJF;2,1;62;87;114
чечено-ингушский;a;ADJF;ADJF;0,8;30;80;42
чеченский;a;ADJF;ADJF;40,7;89;88;1148
чешский;a;ADJF;ADJF;9,0;97;91;439
чешуйчатый;a;ADJF;ADJF;1,5;48;84;83
чикагский;a;ADJF;ADJF;1,3;55;86;86
чилийский;a;ADJF;ADJF;1,5;44;78;73
чинный;a;ADJF;ADJF;1,5;63;88;115
чиновничий;a;ADJF;ADJF;4,7;76;90;326
чиновный;a;ADJF;ADJF;1,4;62;88;100
численный;a;ADJF;ADJF;4,3;76;81;265
числовой;a;ADJF;ADJF;2,9;41;75;138
чистейший;a;ADJF;ADJF;4,9;91;93;329
чистенький;a;ADJF;ADJF;5,5;83;91;323
чистокровный;a;ADJF;ADJF;1,3;60;88;99
чистоплотный;a;ADJF;ADJF;0,9;46;87;73
чистопородный;a;ADJF;ADJF;0,4;26;79;31
чистопрудный;a;ADJF;ADJF;0,6;22;74;29
чистосердечный;a;ADJF;ADJF;1,5;64;90;112
чистый;a;ADJF;ADJF;159,0;100;97;4768
читаемый;a;ADJF;ADJF;1,4;66;88;115
читальный;a;ADJF;ADJF;1,7;68;89;117
читательский;a;ADJF;ADJF;6,6;86;89;367
читинский;a;ADJF;ADJF;1,9;53;84;111
чкаловский;a;ADJF;ADJF;1,1;40;82;60
членораздельный;a;ADJF;ADJF;0,7;40;81;48
членский;a;ADJF;ADJF;2,2;68;89;147
чокнутый;a;ADJF;ADJF;2,8;66;78;143
чопорный;a;ADJF;ADJF;2,0;76;89;138
чреватый;a;ADJF;ADJF;8,3;97;93;592
чрезвычайный;a;ADJF;ADJF;20,9;97;89;1001
чрезмерный;a;ADJF;ADJF;12,6;100;94;844
чубайсовский;a;ADJF;ADJF;0,5;22;77;36
чубатый;a;ADJF;ADJF;0,8;21;56;30
чувашский;a;ADJF;ADJF;1,9;45;81;93
чувственный;a;ADJF;ADJF;8,4;96;85;346
чувствительный;a;ADJF;ADJF;14,7;100;90;844
чугунный;a;ADJF;ADJF;11,1;97;93;538
чудаковатый;a;ADJF;ADJF;0,9;55;89;76
чудесный;a;ADJF;ADJF;31,4;99;95;1315
чудной;a;ADJF;ADJF;3,5;85;90;220
чудный;a;ADJF;ADJF;11,3;96;93;600
чудовищный;a;ADJF;ADJF;22,3;99;95;970
чудодейственный;a;ADJF;ADJF;2,1;78;91;158
чудотворный;a;ADJF;ADJF;2,9;59;84;118
чудской;a;ADJF;ADJF;0,5;22;65;27
чуждый;a;ADJF;ADJF;22,4;99;94;1106
чужеземный;a;ADJF;ADJF;1,1;60;89;80
чужеродный;a;ADJF;ADJF;2,4;73;88;166
чужой;a;ADJF;ADJF;159,6;100;95;3627
чуйский;a;ADJF;ADJF;0,4;14;69;17
чукотский;a;ADJF;ADJF;3,3;61;62;106
чумазый;a;ADJF;ADJF;2,3;59;76;125
чумной;a;ADJF;ADJF;1,0;52;87;74
чумовой;a;ADJF;ADJF;0,5;32;84;37
чусовской;a;ADJF;ADJF;0,5;20;64;21
чуткий;a;ADJF;ADJF;11,4;99;94;645
шаблонный;a;ADJF;ADJF;0,8;43;84;62
шагающий;a;ADJF;ADJF;1,1;49;77;67
шагреневый;a;ADJF;ADJF;0,4;24;78;33
шаловливый;a;ADJF;ADJF;0,7;43;86;61
шалый;a;ADJF;ADJF;0,8;41;85;57
шальной;a;ADJF;ADJF;4,5;83;83;254
шаляпинский;a;ADJF;ADJF;0,6;30;78;34
шаманский;a;ADJF;ADJF;1,1;45;84;67
шампанский;a;ADJF;ADJF;0,8;39;83;53
шанхайский;a;ADJF;ADJF;2,2;47;76;85
шапочный;a;ADJF;ADJF;0,6;34;83;46
шариатский;a;ADJF;ADJF;0,7;20;56;26
шариковый;a;ADJF;ADJF;2,5;76;91;169
шарнирный;a;ADJF;ADJF;0,4;25;80;31
шаровидный;a;ADJF;ADJF;1,4;34;68;58
шаровой;a;ADJF;ADJF;2,9;77;85;135
шарообразный;a;ADJF;ADJF;0,7;41;86;57
шаткий;a;ADJF;ADJF;4,3;84;90;278
шатровый;a;ADJF;ADJF;0,7;31;72;38
шахматный;a;ADJF;ADJF;18,0;96;91;576
шахтерский;a;ADJF;ADJF;2,2;63;87;130
шахтинский;a;ADJF;ADJF;0,4;22;74;24
шахтный;a;ADJF;ADJF;2,1;52;83;101
шашлычный;a;ADJF;ADJF;0,4;22;76;26
швартовый;a;ADJF;ADJF;0,4;12;58;12
шведский;a;ADJF;ADJF;14,1;100;88;625
швейный;a;ADJF;ADJF;6,0;94;91;330
швейцарский;a;ADJF;ADJF;11,0;97;92;564
шейный;a;ADJF;ADJF;4,7;82;60;158
шекспировский;a;ADJF;ADJF;4,3;74;83;190
шелковистый;a;ADJF;ADJF;2,4;69;89;172
шелковый;a;ADJF;ADJF;15,3;98;93;643
шелудивый;a;ADJF;ADJF;0,5;25;79;37
шельфовый;a;ADJF;ADJF;0,5;24;78;30
шенгенский;a;ADJF;ADJF;1,0;34;80;61
шепелявый;a;ADJF;ADJF;0,5;33;81;38
шереметьевский;a;ADJF;ADJF;0,9;44;86;64
шероховатый;a;ADJF;ADJF;1,2;55;87;89
шерстистый;a;ADJF;ADJF;0,5;30;82;34
шерстяной;a;ADJF;ADJF;9,0;95;93;494
шершавый;a;ADJF;ADJF;5,8;85;89;359
шестидесятилетний;a;ADJF;ADJF;1,1;62;89;92
шестидневный;a;ADJF;ADJF;0,7;31;71;37
шестизначный;a;ADJF;ADJF;0,4;25;77;26
шестилетний;a;ADJF;ADJF;3,1;85;91;209
шестимесячный;a;ADJF;ADJF;1,3;57;86;91
шестиметровый;a;ADJF;ADJF;0,5;33;82;40
шестипалый;a;ADJF;ADJF;2,4;13;13;13
шестисторонний;a;ADJF;ADJF;0,7;7;40;27
шестиступенчатый;a;ADJF;ADJF;0,4;22;76;32
шестиугольный;a;ADJF;ADJF;0,4;26;76;30
шестицилиндровый;a;ADJF;ADJF;0,5;19;74;28
шестиэтажный;a;ADJF;ADJF;0,8;40;85;58
шестнадцатилетний;a;ADJF;ADJF;2,1;71;90;155
шефский;a;ADJF;ADJF;1,1;40;82;59
шизоидный;a;ADJF;ADJF;0,4;28;80;32
шизофренический;a;ADJF;ADJF;0,6;32;81;40
шиитский;a;ADJF;ADJF;0,5;28;78;30
шикарный;a;ADJF;ADJF;13,1;94;93;631
шинельный;a;ADJF;ADJF;0,4;22;77;31
шинный;a;ADJF;ADJF;1,4;41;83;70
шипучий;a;ADJF;ADJF;0,6;33;83;50
шипящий;a;ADJF;ADJF;1,9;72;90;141
широкий;a;ADJF;ADJF;183,9;100;93;6315
